"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2021","5,786.28","5,788.78","5,819.77","5,721.72","16.38M","-0.06%"
"10/10/2021","5,789.75","5,843.21","5,857.07","5,751.47","10.68M","-0.70%"
"10/07/2021","5,830.30","5,861.62","5,907.57","5,809.47","11.07M","-0.41%"
"10/06/2021","5,854.33","5,827.04","5,953.09","5,825.90","36.30M","0.29%"
"10/05/2021","5,837.15","5,762.53","5,854.86","5,756.49","24.34M","1.56%"
"10/04/2021","5,747.33","5,706.21","5,790.25","5,692.85","17.56M","0.62%"
"10/03/2021","5,711.89","5,685.87","5,713.61","5,680.51","9.19M","0.24%"
"09/30/2021","5,698.33","5,682.30","5,709.43","5,652.18","14.17M","0.19%"
"09/29/2021","5,687.26","5,708.37","5,753.85","5,659.33","17.18M","-0.94%"
"09/28/2021","5,741.20","5,591.07","5,774.95","5,572.38","41.38M","2.85%"
"09/27/2021","5,582.07","5,565.84","5,593.23","5,559.81","16.99M","0.27%"
"09/26/2021","5,566.91","5,555.62","5,578.87","5,549.39","13.01M","0.38%"
"09/22/2021","5,545.98","5,543.90","5,562.12","5,540.29","6.82M","0.11%"
"09/21/2021","5,539.86","5,532.97","5,558.99","5,527.93","10.08M","-0.16%"
"09/20/2021","5,548.80","5,547.48","5,553.54","5,532.09","7.01M","-0.12%"
"09/19/2021","5,555.21","5,557.95","5,565.76","5,537.90","10.62M","-0.15%"
"09/16/2021","5,563.49","5,570.41","5,583.50","5,556.02","14.16M","-0.11%"
"09/15/2021","5,569.56","5,553.39","5,569.56","5,547.43","11.06M","0.41%"
"09/14/2021","5,546.64","5,551.61","5,567.17","5,545.22","7.33M","-0.26%"
"09/13/2021","5,561.18","5,529.12","5,561.18","5,527.39","8.81M","0.60%"
"09/12/2021","5,527.89","5,535.99","5,541.68","5,521.95","4.98M","-0.04%"
"09/09/2021","5,530.21","5,544.05","5,551.05","5,530.21","6.66M","-0.52%"
"09/08/2021","5,558.93","5,555.68","5,562.54","5,545.64","7.50M","-0.04%"
"09/07/2021","5,561.09","5,545.47","5,561.09","5,538.72","6.42M","0.05%"
"09/06/2021","5,558.13","5,547.03","5,559.11","5,539.90","9.75M","0.09%"
"09/05/2021","5,553.06","5,541.96","5,563.10","5,538.09","6.64M","0.04%"
"09/02/2021","5,550.86","5,530.09","5,554.60","5,521.93","6.02M","0.36%"
"09/01/2021","5,530.76","5,532.62","5,545.03","5,527.53","5.94M","-0.26%"
"08/31/2021","5,545.07","5,511.55","5,545.07","5,510.87","10.24M","0.25%"
"08/30/2021","5,530.98","5,507.59","5,530.98","5,488.02","6.43M","0.43%"
"08/29/2021","5,507.32","5,485.78","5,514.41","5,485.56","3.12M","0.21%"
"08/26/2021","5,495.73","5,488.36","5,497.93","5,473.61","3.15M","0.12%"
"08/25/2021","5,488.90","5,482.02","5,498.28","5,472.23","6.33M","0.06%"
"08/24/2021","5,485.59","5,450.92","5,486.20","5,450.92","6.03M","0.89%"
"08/23/2021","5,437.17","5,488.08","5,501.40","5,437.17","6.46M","-0.93%"
"08/22/2021","5,488.26","5,499.56","5,501.36","5,474.46","4.55M","-0.25%"
"08/19/2021","5,502.12","5,523.56","5,533.86","5,483.85","8.24M","-0.45%"
"08/18/2021","5,527.20","5,544.23","5,555.40","5,527.20","6.09M","-0.54%"
"08/17/2021","5,557.41","5,522.07","5,557.41","5,509.85","11.63M","0.67%"
"08/16/2021","5,520.40","5,541.87","5,542.20","5,513.65","9.55M","-0.95%"
"08/15/2021","5,573.62","5,540.57","5,580.07","5,540.57","10.81M","0.50%"
"08/12/2021","5,545.80","5,553.26","5,553.46","5,534.09","8.47M","-0.13%"
"08/11/2021","5,553.15","5,542.72","5,556.38","5,535.64","8.42M","0.20%"
"08/10/2021","5,542.24","5,537.47","5,553.94","5,529.56","7.32M","0.00%"
"08/09/2021","5,542.43","5,541.62","5,553.04","5,527.79","7.22M","-0.10%"
"08/08/2021","5,548.22","5,525.04","5,562.35","5,519.26","11.04M","0.31%"
"08/05/2021","5,531.14","5,510.67","5,539.47","5,493.44","8.58M","0.30%"
"08/04/2021","5,514.86","5,531.98","5,544.75","5,505.47","8.85M","-0.57%"
"08/03/2021","5,546.55","5,531.17","5,546.55","5,514.21","11.03M","0.12%"
"08/02/2021","5,539.77","5,510.74","5,560.58","5,509.58","13.13M","0.42%"
"08/01/2021","5,516.77","5,518.34","5,530.66","5,507.08","7.83M","-0.12%"
"07/29/2021","5,523.39","5,525.17","5,531.77","5,502.66","9.73M","-0.11%"
"07/28/2021","5,529.62","5,508.60","5,532.83","5,502.70","14.92M","0.29%"
"07/27/2021","5,513.74","5,526.99","5,533.58","5,511.83","7.85M","-0.22%"
"07/26/2021","5,525.76","5,552.34","5,558.82","5,523.41","5.73M","-0.47%"
"07/25/2021","5,551.77","5,548.82","5,566.75","5,538.04","11.53M","0.14%"
"07/15/2021","5,544.09","5,533.86","5,561.41","5,519.19","12.50M","-0.04%"
"07/14/2021","5,546.48","5,504.17","5,546.48","5,500.61","6.52M","0.67%"
"07/13/2021","5,509.35","5,488.27","5,530.20","5,475.66","7.42M","0.53%"
"07/12/2021","5,480.18","5,488.33","5,507.14","5,449.09","8.87M","-0.16%"
"07/11/2021","5,488.78","5,526.79","5,535.75","5,486.12","8.63M","-0.64%"
"07/08/2021","5,523.92","5,537.75","5,545.98","5,516.30","13.72M","-0.45%"
"07/07/2021","5,548.74","5,534.45","5,554.51","5,520.68","15.80M","0.19%"
"07/06/2021","5,538.24","5,532.64","5,547.17","5,522.20","12.71M","0.13%"
"07/05/2021","5,531.18","5,545.82","5,553.97","5,523.89","10.65M","-0.38%"
"07/04/2021","5,552.49","5,537.22","5,560.59","5,536.45","15.85M","0.30%"
"07/01/2021","5,535.74","5,546.25","5,550.70","5,533.02","10.65M","-0.18%"
"06/30/2021","5,545.98","5,558.18","5,565.15","5,529.88","23.05M","-0.38%"
"06/29/2021","5,567.21","5,537.76","5,567.21","5,520.23","10.56M","0.53%"
"06/28/2021","5,537.93","5,545.69","5,548.93","5,529.71","8.29M","-0.08%"
"06/27/2021","5,542.24","5,544.61","5,551.88","5,533.00","11.51M","0.11%"
"06/24/2021","5,536.02","5,539.83","5,548.73","5,531.72","8.25M","-0.06%"
"06/23/2021","5,539.51","5,559.75","5,560.54","5,539.51","6.54M","-0.34%"
"06/22/2021","5,558.40","5,559.64","5,570.04","5,549.96","11.20M","-0.01%"
"06/21/2021","5,558.80","5,554.95","5,566.61","5,548.49","6.47M","-0.07%"
"06/20/2021","5,562.53","5,561.30","5,567.46","5,547.15","7.61M","0.15%"
"06/17/2021","5,554.09","5,554.56","5,576.01","5,551.50","17.02M","-0.01%"
"06/16/2021","5,554.80","5,550.46","5,565.03","5,544.53","6.12M","0.07%"
"06/15/2021","5,551.10","5,555.83","5,561.64","5,535.81","8.52M","-0.05%"
"06/14/2021","5,553.61","5,570.23","5,577.59","5,542.84","11.66M","-0.43%"
"06/13/2021","5,577.48","5,580.20","5,593.04","5,563.89","14.39M","0.00%"
"06/10/2021","5,577.24","5,569.48","5,591.34","5,561.68","21.88M","0.21%"
"06/09/2021","5,565.35","5,558.61","5,570.88","5,550.65","20.57M","0.13%"
"06/08/2021","5,558.38","5,560.63","5,568.75","5,530.75","12.35M","-0.20%"
"06/07/2021","5,569.36","5,550.80","5,569.55","5,541.87","10.82M","0.34%"
"06/06/2021","5,550.46","5,554.22","5,560.80","5,538.96","9.80M","0.04%"
"06/03/2021","5,547.97","5,557.92","5,565.29","5,544.96","7.62M","-0.19%"
"06/02/2021","5,558.36","5,557.07","5,564.12","5,543.48","6.32M","0.05%"
"06/01/2021","5,555.66","5,540.62","5,570.78","5,539.87","8.34M","0.31%"
"05/31/2021","5,538.76","5,543.49","5,543.49","5,524.82","6.00M","-0.08%"
"05/30/2021","5,543.32","5,541.06","5,550.04","5,531.27","8.40M","0.04%"
"05/27/2021","5,541.06","5,546.67","5,560.05","5,541.06","14.60M","-0.11%"
"05/26/2021","5,547.05","5,557.12","5,558.75","5,542.65","9.33M","-0.17%"
"05/25/2021","5,556.67","5,543.62","5,560.79","5,540.54","11.83M","0.24%"
"05/24/2021","5,543.29","5,550.78","5,557.88","5,540.63","8.03M","-0.13%"
"05/23/2021","5,550.24","5,543.15","5,552.67","5,532.51","7.57M","-0.01%"
"05/20/2021","5,550.64","5,553.85","5,562.31","5,544.32","8.48M","-0.10%"
"05/19/2021","5,555.95","5,562.82","5,570.73","5,549.37","6.67M","-0.25%"
"05/18/2021","5,569.69","5,575.01","5,583.14","5,561.41","9.13M","-0.06%"
"05/17/2021","5,573.29","5,557.92","5,574.22","5,545.62","13.95M","-0.42%"
"05/10/2021","5,596.63","5,573.10","5,602.34","5,573.10","9.86M","0.31%"
"05/09/2021","5,579.47","5,566.43","5,581.23","5,560.99","6.24M","0.27%"
"05/06/2021","5,564.39","5,568.90","5,574.26","5,549.83","10.44M","-0.08%"
"05/05/2021","5,568.66","5,572.24","5,582.67","5,558.47","8.77M","-0.01%"
"05/04/2021","5,568.94","5,569.16","5,582.82","5,543.10","11.64M","0.48%"
"05/03/2021","5,542.22","5,545.38","5,553.08","5,531.73","11.45M","-0.05%"
"05/02/2021","5,545.00","5,536.15","5,553.89","5,519.98","9.42M","0.18%"
"04/29/2021","5,534.85","5,571.80","5,587.16","5,533.56","20.33M","-0.97%"
"04/28/2021","5,589.14","5,557.10","5,624.94","5,548.64","35.21M","1.19%"
"04/27/2021","5,523.18","5,507.92","5,525.66","5,499.00","9.53M","-0.16%"
"04/26/2021","5,531.87","5,513.31","5,531.87","5,511.32","9.74M","0.20%"
"04/25/2021","5,520.89","5,520.31","5,533.50","5,509.36","7.18M","0.01%"
"04/22/2021","5,520.42","5,524.54","5,537.69","5,511.98","9.18M","0.01%"
"04/21/2021","5,520.12","5,528.71","5,536.08","5,514.32","12.19M","-0.41%"
"04/20/2021","5,542.73","5,538.25","5,544.13","5,523.79","9.03M","-0.12%"
"04/19/2021","5,549.27","5,554.12","5,554.52","5,536.19","10.29M","-0.07%"
"04/18/2021","5,553.19","5,546.18","5,567.67","5,541.25","11.49M","-0.05%"
"04/15/2021","5,555.89","5,532.52","5,556.63","5,530.01","10.96M","0.12%"
"04/14/2021","5,549.06","5,527.87","5,549.06","5,527.10","9.50M","0.34%"
"04/13/2021","5,530.13","5,550.83","5,577.06","5,530.13","6.59M","-0.59%"
"04/12/2021","5,563.12","5,546.96","5,574.89","5,539.62","9.58M","0.31%"
"04/11/2021","5,545.75","5,543.47","5,564.80","5,542.08","16.62M","-0.06%"
"04/08/2021","5,548.90","5,533.39","5,549.60","5,523.60","9.30M","0.30%"
"04/07/2021","5,532.06","5,529.77","5,538.72","5,519.81","14.50M","0.06%"
"04/06/2021","5,528.48","5,536.11","5,544.17","5,526.64","11.80M","-0.33%"
"04/05/2021","5,546.84","5,524.23","5,547.24","5,514.17","14.84M","0.18%"
"04/04/2021","5,536.99","5,525.60","5,547.95","5,508.75","10.32M","0.24%"
"04/01/2021","5,523.82","5,560.35","5,568.03","5,521.28","9.08M","-1.21%"
"03/31/2021","5,591.32","5,585.88","5,591.34","5,494.28","29.32M","2.48%"
"03/30/2021","5,455.91","5,473.85","5,473.85","5,435.25","7.23M","-0.32%"
"03/29/2021","5,473.63","5,404.54","5,473.63","5,390.97","10.26M","1.29%"
"03/28/2021","5,403.73","5,412.01","5,427.92","5,395.19","9.96M","-0.33%"
"03/25/2021","5,421.66","5,445.66","5,445.66","5,419.40","15.10M","-0.16%"
"03/24/2021","5,430.37","5,440.62","5,446.52","5,420.81","9.20M","-0.49%"
"03/23/2021","5,457.31","5,486.78","5,486.78","5,448.88","18.73M","-1.10%"
"03/22/2021","5,517.84","5,489.04","5,524.55","5,479.55","24.23M","0.62%"
"03/21/2021","5,483.64","5,439.07","5,492.23","5,431.87","13.16M","0.45%"
"03/18/2021","5,459.14","5,508.38","5,532.81","5,459.14","20.56M","-0.92%"
"03/17/2021","5,510.07","5,536.86","5,546.12","5,486.82","34.31M","-0.47%"
"03/16/2021","5,536.03","5,526.32","5,562.69","5,520.04","32.77M","0.31%"
"03/15/2021","5,518.91","5,521.86","5,544.14","5,513.33","15.71M","-0.19%"
"03/14/2021","5,529.39","5,521.10","5,533.25","5,512.24","14.13M","-0.02%"
"03/11/2021","5,530.71","5,520.41","5,531.16","5,504.22","9.94M","0.21%"
"03/10/2021","5,519.16","5,503.62","5,531.31","5,495.09","13.00M","0.14%"
"03/09/2021","5,511.55","5,530.15","5,542.62","5,500.15","11.56M","-0.37%"
"03/08/2021","5,531.93","5,522.95","5,547.33","5,492.42","20.37M","0.16%"
"03/07/2021","5,523.25","5,462.16","5,548.13","5,461.61","20.31M","1.58%"
"03/04/2021","5,437.56","5,415.47","5,449.95","5,398.62","15.64M","0.28%"
"03/03/2021","5,422.40","5,342.99","5,422.40","5,331.00","16.99M","1.50%"
"03/02/2021","5,342.11","5,337.92","5,354.67","5,330.01","13.02M","0.04%"
"03/01/2021","5,339.78","5,332.78","5,343.86","5,316.25","9.02M","0.11%"
"02/28/2021","5,334.01","5,326.95","5,343.49","5,308.57","10.01M","-0.38%"
"02/25/2021","5,354.14","5,349.98","5,373.68","5,344.23","20.90M","0.21%"
"02/24/2021","5,342.98","5,366.48","5,373.29","5,332.36","19.68M","-0.53%"
"02/23/2021","5,371.47","5,366.03","5,396.76","5,362.51","14.93M","0.23%"
"02/22/2021","5,359.22","5,363.16","5,380.93","5,343.52","15.24M","-0.35%"
"02/21/2021","5,378.01","5,373.26","5,384.86","5,359.18","16.03M","0.16%"
"02/18/2021","5,369.51","5,364.93","5,424.02","5,356.35","18.24M","0.09%"
"02/17/2021","5,364.93","5,382.26","5,399.34","5,349.62","11.19M","-0.32%"
"02/16/2021","5,382.26","5,351.19","5,388.42","5,346.85","10.16M","0.58%"
"02/15/2021","5,351.19","5,339.04","5,386.06","5,338.11","11.56M","0.23%"
"02/14/2021","5,339.04","5,333.94","5,352.76","5,329.12","12.60M","0.10%"
"02/11/2021","5,333.94","5,313.74","5,333.94","5,305.54","13.30M","0.38%"
"02/10/2021","5,313.74","5,324.08","5,353.91","5,300.84","7.77M","-0.19%"
"02/09/2021","5,324.08","5,296.81","5,376.63","5,303.23","11.12M","0.51%"
"02/08/2021","5,296.81","5,260.01","5,330.25","5,264.84","16.02M","0.70%"
"02/07/2021","5,260.01","5,228.92","5,279.87","5,236.14","11.94M","0.59%"
"02/04/2021","5,228.92","5,234.17","5,242.58","5,211.50","14.82M","-0.10%"
"02/03/2021","5,234.17","5,270.38","5,280.31","5,234.17","18.07M","-0.69%"
"02/02/2021","5,270.38","5,257.83","5,302.28","5,263.94","16.68M","0.24%"
"02/01/2021","5,257.83","5,324.56","5,325.78","5,257.83","8.45M","-1.25%"
"01/31/2021","5,324.56","5,346.93","5,354.69","5,316.25","8.00M","-0.42%"
"01/28/2021","5,346.93","5,351.46","5,368.14","5,332.81","6.72M","-0.08%"
"01/27/2021","5,351.46","5,334.39","5,352.82","5,334.18","6.24M","0.32%"
"01/26/2021","5,334.39","5,339.68","5,356.66","5,334.39","7.28M","-0.10%"
"01/25/2021","5,339.68","5,366.85","5,368.84","5,339.68","4.66M","-0.51%"
"01/24/2021","5,366.85","5,350.74","5,366.85","5,344.44","4.52M","0.30%"
"01/21/2021","5,350.74","5,351.15","5,367.74","5,350.30","4.63M","-0.01%"
"01/20/2021","5,351.15","5,372.79","5,366.56","5,343.51","7.14M","-0.40%"
"01/19/2021","5,372.79","5,376.57","5,388.04","5,358.50","7.83M","-0.07%"
"01/18/2021","5,376.57","5,357.72","5,378.26","5,353.98","5.44M","0.35%"
"01/17/2021","5,357.72","5,387.89","5,387.90","5,355.65","6.74M","-0.56%"
"01/14/2021","5,387.89","5,409.19","5,402.27","5,380.88","8.77M","-0.39%"
"01/13/2021","5,409.19","5,408.80","5,409.30","5,393.88","5.25M","0.01%"
"01/12/2021","5,408.80","5,416.74","5,410.21","5,388.25","5.96M","-0.15%"
"01/11/2021","5,416.74","5,390.48","5,416.74","5,376.93","10.78M","0.49%"
"01/10/2021","5,390.48","5,368.66","5,423.03","5,380.06","19.19M","0.41%"
"01/07/2021","5,368.66","5,352.93","5,368.66","5,341.15","15.21M","0.29%"
"01/06/2021","5,352.93","5,358.52","5,373.99","5,338.15","8.96M","-0.10%"
"01/05/2021","5,358.52","5,363.69","5,373.68","5,332.26","7.92M","-0.10%"
"01/04/2021","5,363.69","5,358.12","5,380.79","5,354.07","7.86M","0.10%"
"01/03/2021","5,358.12","5,387.30","5,385.84","5,357.36","5.15M","-0.54%"
"12/31/2020","5,387.30","5,398.84","5,409.17","5,380.07","6.05M","-0.21%"
"12/30/2020","5,398.84","5,404.78","5,405.94","5,374.96","6.43M","-0.11%"
"12/29/2020","5,404.78","5,400.70","5,404.78","5,369.58","7.84M","0.08%"
"12/28/2020","5,400.70","5,398.01","5,405.62","5,383.01","6.96M","0.05%"
"12/27/2020","5,398.01","5,388.35","5,411.94","5,369.26","9.61M","0.18%"
"12/24/2020","5,388.35","5,376.50","5,416.63","5,376.38","8.52M","0.22%"
"12/23/2020","5,376.50","5,390.13","5,393.01","5,366.89","8.82M","-0.25%"
"12/22/2020","5,390.13","5,348.21","5,390.13","5,330.95","11.86M","0.78%"
"12/21/2020","5,348.21","5,424.20","5,404.67","5,325.11","21.38M","-1.40%"
"12/20/2020","5,424.20","5,430.69","5,464.73","5,421.40","11.95M","-0.12%"
"12/17/2020","5,430.69","5,489.21","5,490.05","5,430.69","18.31M","-1.07%"
"12/16/2020","5,489.21","5,463.86","5,490.51","5,457.44","13.28M","0.46%"
"12/15/2020","5,463.86","5,454.78","5,495.39","5,443.48","18.70M","0.17%"
"12/14/2020","5,454.78","5,451.07","5,454.78","5,436.19","10.86M","0.07%"
"12/13/2020","5,451.07","5,469.66","5,478.41","5,449.56","11.00M","-0.34%"
"12/10/2020","5,469.66","5,488.30","5,489.33","5,468.56","14.09M","-0.34%"
"12/09/2020","5,488.30","5,474.25","5,494.90","5,460.40","18.82M","0.26%"
"12/08/2020","5,474.25","5,479.39","5,475.55","5,455.72","13.30M","-0.09%"
"12/07/2020","5,479.39","5,477.84","5,479.39","5,443.83","10.15M","0.03%"
"12/06/2020","5,477.84","5,503.58","5,516.50","5,477.55","10.00M","-0.47%"
"12/03/2020","5,503.58","5,513.24","5,509.69","5,488.93","12.68M","-0.18%"
"12/02/2020","5,513.24","5,517.37","5,526.59","5,485.43","12.44M","-0.07%"
"12/01/2020","5,517.37","5,523.86","5,524.86","5,476.33","10.29M","-0.12%"
"11/30/2020","5,523.86","5,490.25","5,523.86","5,440.16","18.50M","0.61%"
"11/29/2020","5,490.25","5,509.12","5,510.02","5,480.27","10.62M","-0.34%"
"11/26/2020","5,509.12","5,488.07","5,509.12","5,442.75","16.27M","0.38%"
"11/25/2020","5,488.07","5,490.58","5,532.01","5,486.29","15.39M","-0.05%"
"11/24/2020","5,490.58","5,458.49","5,508.22","5,447.64","12.56M","0.59%"
"11/23/2020","5,458.49","5,434.11","5,459.72","5,419.81","12.17M","0.45%"
"11/22/2020","5,434.11","5,448.25","5,476.45","5,433.35","10.20M","-0.26%"
"11/19/2020","5,448.25","5,462.51","5,467.16","5,440.69","7.71M","-0.26%"
"11/18/2020","5,462.51","5,464.68","5,463.39","5,440.39","9.47M","-0.04%"
"11/17/2020","5,464.68","5,445.37","5,464.68","5,437.50","18.59M","0.35%"
"11/16/2020","5,445.37","5,431.57","5,445.37","5,422.73","14.77M","0.25%"
"11/15/2020","5,431.57","5,418.26","5,447.23","5,406.15","12.46M","0.25%"
"11/12/2020","5,418.26","5,455.06","5,448.71","5,403.12","11.29M","-0.67%"
"11/11/2020","5,455.06","5,431.17","5,458.02","5,415.31","15.81M","0.44%"
"11/10/2020","5,431.17","5,449.99","5,474.43","5,403.42","26.67M","-0.35%"
"11/09/2020","5,449.99","5,347.86","5,449.99","5,358.42","17.68M","1.91%"
"11/08/2020","5,347.86","5,305.22","5,347.86","5,279.82","12.05M","0.80%"
"11/05/2020","5,305.22","5,312.40","5,314.86","5,271.90","13.67M","-0.14%"
"11/04/2020","5,312.40","5,269.45","5,328.24","5,283.46","9.36M","0.82%"
"11/03/2020","5,269.45","5,242.48","5,325.63","5,250.55","10.98M","0.51%"
"11/02/2020","5,242.48","5,148.43","5,249.11","5,127.60","8.62M","1.83%"
"11/01/2020","5,148.43","5,163.45","5,176.77","5,132.58","7.50M","-0.29%"
"10/29/2020","5,163.45","5,247.05","5,224.02","5,142.21","16.07M","-1.59%"
"10/28/2020","5,247.05","5,295.29","5,296.52","5,227.98","11.04M","-0.91%"
"10/27/2020","5,295.29","5,233.28","5,295.29","5,239.81","12.90M","1.18%"
"10/26/2020","5,233.28","5,282.73","5,363.38","5,199.79","14.92M","-0.94%"
"10/25/2020","5,282.73","5,422.19","5,422.05","5,277.51","11.41M","-2.57%"
"10/22/2020","5,422.19","5,428.55","5,427.91","5,394.43","7.72M","-0.12%"
"10/21/2020","5,428.55","5,452.37","5,459.73","5,428.55","7.15M","-0.44%"
"10/20/2020","5,452.37","5,483.54","5,474.26","5,416.95","9.05M","-0.57%"
"10/19/2020","5,483.54","5,515.92","5,519.41","5,482.94","6.30M","-0.59%"
"10/18/2020","5,515.92","5,510.11","5,526.75","5,494.79","6.87M","0.11%"
"10/15/2020","5,510.11","5,518.04","5,522.92","5,493.97","8.55M","-0.14%"
"10/14/2020","5,518.04","5,537.76","5,542.95","5,514.80","9.36M","-0.36%"
"10/13/2020","5,537.76","5,536.82","5,556.36","5,524.23","12.20M","0.02%"
"10/12/2020","5,536.82","5,541.86","5,551.16","5,512.18","14.66M","-0.09%"
"10/11/2020","5,541.86","5,520.23","5,549.18","5,517.30","20.62M","0.39%"
"10/08/2020","5,520.23","5,494.49","5,527.04","5,484.92","16.68M","0.47%"
"10/07/2020","5,494.49","5,505.70","5,519.47","5,462.55","10.93M","-0.20%"
"10/06/2020","5,505.70","5,506.52","5,547.11","5,496.18","19.15M","-0.01%"
"10/05/2020","5,506.52","5,408.78","5,506.52","5,376.59","23.86M","1.81%"
"10/04/2020","5,408.78","5,509.88","5,472.52","5,408.78","19.22M","-1.83%"
"10/01/2020","5,509.88","5,528.38","5,530.39","5,483.21","35.81M","-0.33%"
"09/30/2020","5,528.38","5,544.21","5,536.75","5,492.34","29.78M","-0.29%"
"09/29/2020","5,544.21","5,592.33","5,595.68","5,544.21","22.96M","-0.86%"
"09/28/2020","5,592.33","5,593.26","5,604.57","5,567.48","37.99M","-0.02%"
"09/27/2020","5,593.26","5,599.66","5,607.69","5,573.17","23.05M","-0.11%"
"09/24/2020","5,599.66","5,597.28","5,607.00","5,564.16","19.77M","0.04%"
"09/22/2020","5,597.28","5,631.56","5,628.30","5,595.41","33.44M","-0.61%"
"09/21/2020","5,631.56","5,629.31","5,655.79","5,612.24","51.22M","0.04%"
"09/20/2020","5,629.31","5,583.63","5,638.78","5,576.22","30.48M","0.82%"
"09/17/2020","5,583.63","5,517.16","5,623.93","5,519.84","79.99M","1.20%"
"09/16/2020","5,517.16","5,511.79","5,543.26","5,492.69","37.77M","0.10%"
"09/15/2020","5,511.79","5,497.06","5,526.40","5,485.03","34.66M","0.27%"
"09/14/2020","5,497.06","5,482.67","5,518.44","5,458.82","31.95M","0.26%"
"09/13/2020","5,482.67","5,438.83","5,494.75","5,431.07","24.14M","0.81%"
"09/10/2020","5,438.83","5,451.27","5,455.07","5,425.03","20.25M","-0.23%"
"09/09/2020","5,451.27","5,468.64","5,454.40","5,419.87","20.10M","-0.32%"
"09/08/2020","5,468.64","5,445.10","5,480.11","5,443.61","22.93M","0.43%"
"09/07/2020","5,445.10","5,456.21","5,479.67","5,438.14","18.23M","-0.20%"
"09/06/2020","5,456.21","5,478.05","5,484.93","5,422.49","18.54M","-0.40%"
"09/03/2020","5,478.05","5,478.49","5,534.80","5,466.11","29.45M","-0.01%"
"09/02/2020","5,478.49","5,375.35","5,484.42","5,317.85","30.77M","1.92%"
"09/01/2020","5,375.35","5,418.75","5,413.34","5,368.01","38.47M","-0.80%"
"08/31/2020","5,418.75","5,347.64","5,418.75","5,345.75","97.00M","1.33%"
"08/30/2020","5,347.64","5,329.06","5,368.06","5,323.04","20.07M","0.35%"
"08/27/2020","5,329.06","5,317.73","5,333.16","5,311.49","17.16M","0.21%"
"08/26/2020","5,317.73","5,323.32","5,328.77","5,291.89","16.66M","-0.11%"
"08/25/2020","5,323.32","5,315.90","5,336.67","5,303.56","21.78M","0.14%"
"08/24/2020","5,315.90","5,207.06","5,315.90","5,203.52","30.50M","2.09%"
"08/23/2020","5,207.06","5,204.86","5,215.27","5,192.99","14.27M","0.04%"
"08/20/2020","5,204.86","5,197.26","5,211.41","5,173.06","20.92M","0.15%"
"08/19/2020","5,197.26","5,179.23","5,212.27","5,146.50","22.18M","0.35%"
"08/18/2020","5,179.23","5,110.96","5,179.80","5,094.65","20.86M","1.34%"
"08/17/2020","5,110.96","5,100.23","5,115.14","5,068.29","20.56M","0.21%"
"08/16/2020","5,100.23","5,122.35","5,123.18","5,098.74","14.97M","-0.43%"
"08/13/2020","5,122.35","5,077.45","5,123.78","5,084.97","20.77M","0.88%"
"08/12/2020","5,077.45","5,097.56","5,078.97","5,051.41","11.78M","-0.39%"
"08/11/2020","5,097.56","5,064.29","5,097.87","5,058.11","20.97M","0.66%"
"08/10/2020","5,064.29","5,054.98","5,072.18","5,053.45","13.82M","0.18%"
"08/09/2020","5,054.98","5,036.04","5,065.32","5,027.56","11.55M","0.38%"
"08/06/2020","5,036.04","5,048.92","5,057.87","5,034.97","12.43M","-0.26%"
"08/05/2020","5,048.92","5,034.70","5,068.94","5,037.62","13.88M","0.28%"
"07/28/2020","5,034.70","5,030.16","5,037.04","5,019.75","10.51M","0.09%"
"07/27/2020","5,030.16","5,005.04","5,030.16","4,996.06","7.69M","0.50%"
"07/26/2020","5,005.04","5,032.77","5,019.85","4,983.36","12.00M","-0.55%"
"07/23/2020","5,032.77","5,036.76","5,037.29","5,018.43","6.46M","-0.08%"
"07/22/2020","5,036.76","5,038.20","5,048.28","5,024.55","10.02M","-0.03%"
"07/21/2020","5,038.20","5,037.36","5,056.68","5,031.05","24.45M","0.02%"
"07/20/2020","5,037.36","5,056.07","5,054.43","4,986.44","17.59M","-0.37%"
"07/19/2020","5,056.07","5,087.01","5,084.62","5,054.35","6.15M","-0.61%"
"07/16/2020","5,087.01","5,092.35","5,099.08","5,073.69","10.11M","-0.10%"
"07/15/2020","5,092.35","5,071.10","5,092.65","5,059.44","9.08M","0.42%"
"07/14/2020","5,071.10","5,065.20","5,073.68","5,029.16","7.76M","0.12%"
"07/13/2020","5,065.20","5,085.49","5,095.81","5,051.79","11.30M","-0.40%"
"07/12/2020","5,085.49","5,066.62","5,110.79","5,062.54","9.93M","0.37%"
"07/09/2020","5,066.62","5,056.96","5,080.91","5,045.14","11.76M","0.19%"
"07/08/2020","5,056.96","5,047.54","5,067.83","5,030.27","11.21M","0.19%"
"07/07/2020","5,047.54","5,015.50","5,083.81","5,010.47","16.79M","0.64%"
"07/06/2020","5,015.50","4,996.71","5,039.31","4,981.17","16.63M","0.38%"
"07/05/2020","4,996.71","5,000.54","5,015.10","4,988.77","8.36M","-0.08%"
"07/02/2020","5,000.54","4,964.59","5,000.54","4,957.85","9.17M","0.72%"
"07/01/2020","4,964.59","4,940.88","4,966.10","4,925.04","5.02M","0.48%"
"06/30/2020","4,940.88","4,964.33","4,973.28","4,940.88","7.99M","-0.47%"
"06/29/2020","4,964.33","4,959.96","4,971.60","4,950.23","6.36M","0.09%"
"06/28/2020","4,959.96","4,969.91","4,973.59","4,951.36","4.93M","-0.20%"
